Team,Opp,Date,GF,GA,CF,CA
EVI,REI,13.12.2014,2,3,,
EVI,STE,21.12.2014,0,3,,
EVI,LIL,07.01.2015,0,1,,
EVI,REN,10.01.2015,1,1,,
EVI,PSG,18.01.2015,2,4,,
EVI,TFC,25.01.2015,1,0,,
EVI,OM,31.01.2015,0,1,,
EVI,BOR,07.02.2015,0,1,,
EVI,RCL,14.02.2015,2,0,,
EVI,MET,28.02.2015,2,1,,
EVI,LOR,04.03.2015,1,0,,
EVI,ASM,07.03.2015,1,3,,
EVI,NAN,14.03.2015,1,2,,
EVI,MHS,21.03.2015,1,0,,
EVI,NIC,04.04.2015,2,2,,
EVI,LIL,12.04.2015,0,1,,
EVI,GUI,18.04.2015,1,1,,
EVI,BAS,25.04.2015,1,2,,
EVI,OL,02.05.2015,0,2,,
EVI,REI,09.05.2015,2,3,,
EVI,STE,16.05.2015,1,2,,
EVI,CAE,23.05.2015,2,3,,
