Team,Opp,Date,GF,GA,CF,CA
CHE,SWA,17.01.2015,5,0,4,0
CHE,MCI,31.01.2015,1,1,1,1
CHE,AST,07.02.2015,2,1,1,1
CHE,EVE,11.02.2015,1,0,0,1
CHE,BUR,21.02.2015,1,1,1,0
CHE,WHU,04.03.2015,1,0,3,1
CHE,SOU,15.03.2015,1,1,6,2
CHE,HUL,22.03.2015,3,2,1,2
CHE,STK,04.04.2015,2,1,5,0
CHE,QPR,12.04.2015,1,0,1,1
CHE,MUN,18.04.2015,1,0,2,0
CHE,ARS,26.04.2015,0,0,2,1
CHE,LEI,29.04.2015,3,1,1,1
CHE,CRY,03.05.2015,1,0,2,0
CHE,LIV,10.05.2015,1,1,0,1
CHE,WBA,18.05.2015,0,3,1,1
CHE,SUN,24.05.2015,3,1,2,2
EVE,LEI,16.08.2014,2,2,0,3
EVE,ARS,23.08.2014,2,2,3,2
EVE,CHE,30.08.2014,3,6,3,4
EVE,WBA,13.09.2014,2,0,1,0
EVE,CRY,21.09.2014,2,3,3,2
EVE,LIV,27.09.2014,1,1,1,1
EVE,MUN,05.10.2014,1,2,4,3
EVE,AST,18.10.2014,3,0,2,0
EVE,BUR,26.10.2014,3,1,2,2
EVE,SWA,01.11.2014,0,0,1,1
EVE,SUN,09.11.2014,1,1,1,0
EVE,WHU,22.11.2014,2,1,3,1
EVE,TOT,30.11.2014,1,2,2,2
EVE,HUL,03.12.2014,1,1,1,0
EVE,MCI,06.12.2014,0,1,0,3
EVE,QPR,15.12.2014,3,1,1,1
EVE,SOU,20.12.2014,0,3,0,4
EVE,STK,26.12.2014,0,1,2,1
EVE,NEW,28.12.2014,2,3,2,2
EVE,HUL,01.01.2015,0,2,2,3
EVE,MCI,10.01.2015,1,1,2,1
EVE,WBA,19.01.2015,0,0,1,0
EVE,CRY,31.01.2015,1,0,1,1
EVE,LIV,07.02.2015,0,0,0,0
EVE,CHE,11.02.2015,0,1,1,0
EVE,LEI,22.02.2015,2,2,3,3
EVE,ARS,01.03.2015,0,2,0,2
EVE,STK,04.03.2015,0,2,0,1
EVE,NEW,15.03.2015,3,0,3,0
EVE,QPR,22.03.2015,2,1,1,2
EVE,SOU,04.04.2015,1,0,1,0
EVE,SWA,11.04.2015,1,1,1,1
EVE,BUR,18.04.2015,1,0,3,2
EVE,MUN,26.04.2015,3,0,2,0
EVE,AST,02.05.2015,2,3,2,2
EVE,SUN,09.05.2015,0,2,0,1
EVE,WHU,16.05.2015,2,1,2,1
EVE,TOT,24.05.2015,0,1,1,2
