Team,Opp,Date,GF,GA,CF,CA
ELC,VILL,10.05.2015,0,1,,
ELC,ATH,17.05.2015,2,3,,
ELC,LEV,23.05.2015,0,0,,
ESP,ALM,23.08.2014,1,1,,
ESP,SEV,30.08.2014,1,2,,
ESP,VAL,14.09.2014,1,3,,
ESP,MLG,20.09.2014,2,2,,
ESP,GET,25.09.2014,2,0,,
ESP,COR,28.09.2014,0,0,,
ESP,RSO,05.10.2014,2,0,,
ESP,ATM,19.10.2014,0,2,,
ESP,DEP,26.10.2014,0,0,,
ESP,ELC,02.11.2014,1,2,,
ESP,VILL,09.11.2014,1,1,,
ESP,ATH,21.11.2014,1,3,,
ESP,LEV,29.11.2014,2,1,,
ESP,BAR,07.12.2014,1,5,,
ESP,GRA,14.12.2014,2,1,,
ESP,RVA,20.12.2014,3,1,,
ESP,EIB,04.01.2015,1,2,,
ESP,RMA,10.01.2015,0,3,,
ESP,CEL,17.01.2015,1,0,,
ESP,ALM,25.01.2015,3,0,,
ESP,SEV,01.02.2015,2,3,,
ESP,VAL,08.02.2015,1,2,,
ESP,MLG,14.02.2015,2,0,,
ESP,GET,20.02.2015,1,2,,
ESP,COR,27.02.2015,1,0,,
ESP,RSO,08.03.2015,0,1,,
ESP,ATM,14.03.2015,0,0,,
ESP,DEP,22.03.2015,0,0,,
ESP,ELC,06.04.2015,1,1,,
ESP,VILL,09.04.2015,3,0,,
ESP,ATH,12.04.2015,1,0,,
ESP,LEV,17.04.2015,2,2,,
ESP,BAR,25.04.2015,0,2,,
ESP,GRA,30.04.2015,2,1,,
ESP,RVA,03.05.2015,1,1,,
ESP,EIB,08.05.2015,2,0,,
ESP,RMA,17.05.2015,1,4,,
ESP,CEL,23.05.2015,2,3,,
