Team,Opp,Date,GF,GA,CF,CA
CES,PAL,08.03.2015,0,0,,
CES,INT,15.03.2015,1,1,,
CES,ROM,22.03.2015,0,1,,
CES,VER,04.04.2015,3,3,,
CES,CHV,12.04.2015,0,1,,
CES,SAM,18.04.2015,0,0,,
CES,GEN,26.04.2015,1,3,,
CES,ATA,29.04.2015,2,2,,
CES,FIO,03.05.2015,1,3,,
CES,SAS,10.05.2015,2,3,,
CES,NAP,18.05.2015,2,3,,
CES,CAG,24.05.2015,0,1,,
CES,TOR,31.05.2015,0,5,,
EMP,UDI,31.08.2014,0,2,,
EMP,ROM,13.09.2014,0,1,,
EMP,CES,20.09.2014,2,2,,
EMP,MIL,23.09.2014,2,2,,
EMP,CHV,28.09.2014,1,1,,
EMP,PAL,05.10.2014,3,0,,
EMP,GEN,20.10.2014,1,1,,
EMP,CAG,25.10.2014,0,4,,
EMP,SAS,28.10.2014,1,3,,
EMP,JUV,01.11.2014,0,2,,
EMP,LAZ,09.11.2014,2,1,,
EMP,PAR,23.11.2014,2,0,,
EMP,ATA,30.11.2014,0,0,,
EMP,NAP,07.12.2014,2,2,,
EMP,TOR,15.12.2014,0,0,,
EMP,FIO,21.12.2014,1,1,,
EMP,VER,06.01.2015,0,0,,
EMP,SAM,11.01.2015,0,1,,
EMP,INT,17.01.2015,0,0,,
EMP,UDI,26.01.2015,1,2,,
EMP,ROM,31.01.2015,1,1,,
EMP,CES,08.02.2015,2,0,,
EMP,MIL,15.02.2015,1,1,,
EMP,CHV,22.02.2015,3,0,,
EMP,PAL,01.03.2015,0,0,,
EMP,GEN,08.03.2015,1,1,,
EMP,CAG,14.03.2015,1,1,,
EMP,SAS,22.03.2015,3,1,,
EMP,JUV,04.04.2015,0,2,,
EMP,LAZ,12.04.2015,0,4,,
EMP,PAR,19.04.2015,2,2,,
EMP,ATA,26.04.2015,2,2,,
EMP,NAP,30.04.2015,4,2,,
EMP,TOR,06.05.2015,1,0,,
EMP,FIO,10.05.2015,2,3,,
EMP,VER,17.05.2015,1,2,,
EMP,SAM,24.05.2015,1,1,,
EMP,INT,31.05.2015,3,4,,
JUV,CHV,30.08.2014,1,0,,
JUV,UDI,13.09.2014,2,0,,
JUV,MIL,20.09.2014,1,0,,
JUV,CES,24.09.2014,3,0,,
JUV,ATA,27.09.2014,3,0,,
JUV,ROM,05.10.2014,3,2,,
JUV,SAS,18.10.2014,1,1,,
JUV,PAL,26.10.2014,2,0,,
JUV,GEN,29.10.2014,0,1,,
JUV,EMP,01.11.2014,2,0,,
JUV,PAR,09.11.2014,7,0,,
JUV,LAZ,22.11.2014,3,0,,
JUV,TOR,30.11.2014,2,1,,
JUV,FIO,05.12.2014,0,0,,
JUV,SAM,14.12.2014,1,1,,
JUV,CAG,18.12.2014,3,1,,
JUV,INT,06.01.2015,1,1,,
JUV,NAP,11.01.2015,3,1,,
JUV,VER,18.01.2015,4,0,,
JUV,CHV,25.01.2015,2,0,,
JUV,UDI,01.02.2015,0,0,,
JUV,MIL,07.02.2015,3,1,,
JUV,CES,15.02.2015,2,2,,
JUV,ATA,20.02.2015,2,1,,
JUV,ROM,02.03.2015,1,1,,
JUV,SAS,09.03.2015,1,0,,
JUV,PAL,14.03.2015,1,0,,
JUV,GEN,22.03.2015,1,0,,
JUV,EMP,04.04.2015,2,0,,
JUV,PAR,11.04.2015,0,1,,
JUV,LAZ,18.04.2015,2,0,,
JUV,TOR,26.04.2015,1,2,,
JUV,FIO,29.04.2015,3,2,,
JUV,SAM,02.05.2015,1,0,,
JUV,CAG,09.05.2015,1,1,,
JUV,INT,16.05.2015,2,1,,
JUV,NAP,23.05.2015,3,1,,
JUV,VER,30.05.2015,2,2,,
